순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
2092,215090,유니맥스글로벌,"1,700","-70","-4.0","435,289","751,509,010","1,770","1,770","1,700","34,423,471,700","0.00","20,249,101",,,
2093,025870,신라에스지,"8,600","-170","-1.9","23,311","200,587,390","8,960","8,960","8,470","34,400,000,000","0.00","4,000,000",,,
2094,003720,삼영화학,"1,010","18","1.8","21,476","21,480,399","992","1,010","992","34,340,000,000","0.00","34,000,000",,,
2095,181340,이즈미디어,"4,830","0","0.0","62,083","298,368,130","4,805","4,865","4,780","34,027,833,000","0.00","7,045,100",,,
2096,130500,GH신소재,"3,090","25","0.8","67,931","209,248,660","3,095","3,105","3,040","33,990,000,000","0.00","11,000,000",,,
2097,006200,한국전자홀딩스,"725","-4","-0.6","53,264","38,389,040","723","729","718","33,932,273,600","0.00","46,803,136",,,
2098,122050,아이엘사이언스,"4,995","0","0.0","0","0","0","0","0","33,886,599,480","0.00","6,784,104",,,
2099,087600,픽셀플러스,"4,130","-30","-0.7","4,739","19,519,500","4,185","4,185","4,105","33,727,884,540","0.00","8,166,558",,,
2100,035200,프럼파스트,"3,460","130","3.9","345,665","1,190,418,780","3,345","3,525","3,310","33,667,841,400","0.00","9,730,590",,,
2101,016920,카스,"1,500","-20","-1.3","230,312","345,882,470","1,520","1,540","1,480","33,534,696,000","0.00","22,356,464",,,
2102,005320,국동,"1,215","-10","-0.8","180,814","220,304,040","1,230","1,235","1,210","33,529,329,540","0.00","27,596,156",,,
2103,019570,리더스 기술투자,"565","3","0.5","477,420","269,884,222","568","570","561","33,175,618,020","0.00","58,717,908",,,
2104,049470,SGA,"683","-2","-0.3","36,391","24,895,886","685","690","681","33,031,416,067","0.00","48,362,249",,,
2105,225590,패션플랫폼,"1,240","0","0.0","75,637","92,685,125","1,240","1,260","1,205","33,029,524,120","0.00","26,636,713",,,
2106,136660,큐엠씨,"3,495","-5","-0.1","3,104","10,016,635","3,400","3,495","3,220","33,006,081,000","0.00","9,443,800",,,
2107,003680,한성기업,"5,330","20","0.4","17,426","91,959,190","5,310","5,330","5,230","32,890,129,480","0.00","6,170,756",,,
2108,110020,전진바이오팜,"6,940","-60","-0.9","8,653","59,864,630","7,000","7,140","6,800","32,849,990,320","0.00","4,733,428",,,
2109,018700,바른손,"1,995","-5","-0.2","31,573","62,631,400","2,000","2,000","1,970","32,752,643,175","0.00","16,417,365",,,
2110,058530,슈펙스비앤피,"317","-13","-3.9","1,299,378","418,805,053","326","333","317","32,709,418,662","0.00","103,184,286",,,
2111,067730,로지시스,"3,500","-115","-3.2","38,886","138,294,105","3,615","3,650","3,500","32,693,227,000","0.00","9,340,922",,,
2112,221610,한솔씨앤피,"8,140","-50","-0.6","23,437","188,827,990","8,190","8,190","7,970","32,508,498,220","0.00","3,993,673",,,
2113,032280,삼일,"2,005","0","0.0","33,788","67,553,560","2,005","2,010","1,990","32,508,247,950","0.00","16,213,590",,,
2114,009140,경인전자,"20,650","250","1.2","763","15,732,500","20,800","20,950","20,400","32,436,958,050","0.00","1,570,797",,,
2115,159650,하이골드8호,"2,165","5","0.2","9,508","20,466,075","2,150","2,165","2,145","32,271,336,285","0.00","14,905,929",,,
2116,279600,미디어젠,"6,940","0","0.0","133,274","898,763,070","6,940","6,940","6,560","32,189,670,140","0.00","4,638,281",,,
2117,043100,솔고바이오,"199","-3","-1.5","1,156,469","229,339,919","200","205","196","32,183,431,215","0.00","161,725,785",,,
2118,090150,광진윈텍,"3,330","70","2.2","105,210","348,427,940","3,260","3,350","3,235","32,162,448,690","0.00","9,658,393",,,
2119,072950,빛샘전자,"5,330","10","0.2","10,801","57,673,920","5,320","5,410","5,320","31,980,000,000","0.00","6,000,000",,,
2120,021880,메이슨캐피탈,"320","-27","-7.8","3,040,057","1,011,680,526","346","348","316","31,739,010,560","0.00","99,184,408",,,
2121,091440,텔레필드,"3,430","0","0.0","16,688","57,112,710","3,430","3,480","3,395","31,202,871,210","0.00","9,097,047",,,
2122,260970,에스앤디,"102,100","-17,900","-14.9","11","1,146,000","125,000","125,000","102,100","31,001,848,200","0.00","303,642",,,
2123,093380,풍강,"3,135","15","0.5","67,454","211,151,695","3,110","3,155","3,090","30,971,646,255","0.00","9,879,313",,,
2124,001420,태원물산,"4,060","0","0.0","20,013","80,833,505","4,060","4,095","3,995","30,856,000,000","0.00","7,600,000",,,
2125,101670,코리아에스이,"1,630","5","0.3","158,463","257,038,025","1,620","1,640","1,610","30,807,000,000","0.00","18,900,000",,,
2126,019770,서연탑메탈,"2,620","0","0.0","12,650","33,055,435","2,620","2,625","2,590","30,523,000,000","0.00","11,650,000",,,
2127,067010,이씨에스,"4,590","-40","-0.9","2,293","10,558,255","4,630","4,640","4,580","30,253,562,100","0.00","6,591,190",,,
2128,035290,더블유에프엠,"11,750","0","0.0","0","0","0","0","0","30,199,109,750","0.00","2,570,137",,,
2129,035460,기산텔레콤,"2,070","5","0.2","58,950","121,591,805","2,065","2,100","2,045","30,175,093,800","0.00","14,577,340",,,
2130,251960,엠에프엠코리아,"2,900","0","0.0","100","290,000","2,900","2,900","2,900","30,160,000,000","0.00","10,400,000",,,
2131,060380,동양에스텍,"3,015","50","1.7","13,201","39,479,515","2,975","3,020","2,960","30,150,000,000","0.00","10,000,000",,,
2132,044990,에이치엔에스하이텍,"4,000","0","0.0","0","0","0","0","0","30,044,256,000","0.00","7,511,064",,,
2133,037400,우리조명,"1,205","35","3.0","301,322","357,957,890","1,185","1,220","1,155","30,032,631,930","0.00","24,923,346",,,
2134,222810,한류AI센터,"1,355","0","0.0","36,349,595","51,942,439,655","1,400","1,585","1,270","29,791,417,530","0.00","21,986,286",,,
2135,010640,진양폴리,"2,960","90","3.1","119,838","350,659,970","2,870","2,975","2,870","29,600,000,000","0.00","10,000,000",,,
2136,012170,키위미디어그룹,"150","0","0.0","0","0","0","0","0","29,592,697,500","0.00","197,284,650",,,
2137,073190,듀오백,"2,455","5","0.2","32,161","79,207,635","2,490","2,495","2,450","29,381,538,200","0.00","11,968,040",,,
2138,284420,휴럼,"8,010","-190","-2.3","202","1,618,520","8,010","8,020","8,010","29,201,976,900","0.00","3,645,690",,,
2139,098660,에스티오,"2,330","20","0.9","11,338","26,186,250","2,335","2,335","2,290","29,127,274,080","0.00","12,500,976",,,
2140,060300,레드로버,"610","0","0.0","0","0","0","0","0","29,058,995,780","0.00","47,637,698",,,
2141,043260,성호전자,"813","1","0.1","25,541","20,705,868","812","816","805","28,941,208,959","0.00","35,598,043",,,
2142,153360,하이골드3호,"1,790","0","0.0","317","563,215","1,790","1,790","1,775","28,908,124,100","0.00","16,149,790",,,
2143,015260,에이엔피,"347","-1","-0.3","179,493","61,875,094","348","348","342","28,726,349,196","0.00","82,784,868",,,
2144,206950,볼빅,"6,840","-140","-2.0","1","6,840","6,840","6,840","6,840","28,613,997,720","0.00","4,183,333",,,
2145,079170,한창산업,"5,500","70","1.3","12,284","67,128,570","5,430","5,540","5,430","28,600,000,000","0.00","5,200,000",,,
2146,099520,ITX엠투엠,"1,735","30","1.8","3,433,708","6,079,364,565","1,690","1,900","1,635","28,568,737,285","0.00","16,466,131",,,
2147,222980,한국맥널티,"5,730","-100","-1.7","141,331","802,884,360","5,860","5,880","5,600","28,506,750,000","0.00","4,975,000",,,
2148,197140,디지캡,"3,855","30","0.8","8,585","32,966,690","3,825","3,950","3,810","28,495,088,310","0.00","7,391,722",,,
2149,108675,LG하우시스우,"27,550","0","0.0","1,182","32,473,550","27,550","27,750","27,400","28,440,691,500","0.00","1,032,330",,,
2150,226400,오스테오닉,"3,350","35","1.1","18,662","62,687,890","3,330","3,405","3,315","28,335,861,100","0.00","8,458,466",,,
2151,103130,웅진에너지,"914","0","0.0","0","0","0","0","0","28,285,852,308","0.00","30,947,322",,,
2152,217190,제너셈,"3,215","-120","-3.6","44,286","145,346,530","3,335","3,415","3,155","28,192,894,410","0.00","8,769,174",,,
2153,236030,씨알푸드,"14,100","-400","-2.8","100","1,410,000","14,100","14,100","14,100","27,918,000,000","0.00","1,980,000",,,
2154,064520,바른전자,"20,900","0","0.0","0","0","0","0","0","27,763,351,000","0.00","1,328,390",,,
2155,003475,유안타증권우,"2,150","20","0.9","8,488","18,161,310","2,125","2,175","2,110","27,761,255,800","0.00","12,912,212",,,
2156,084180,수성,"2,105","35","1.7","436,659","935,856,480","2,090","2,280","2,050","27,725,405,470","0.00","13,171,214",,,
2157,153460,네이블,"4,245","0","0.0","0","0","0","0","0","27,719,909,430","0.00","6,530,014",,,
2158,015020,이스타코,"645","36","5.9","1,380,167","931,180,013","610","718","609","27,639,282,000","0.00","42,851,600",,,
2159,134060,이퓨쳐,"5,780","20","0.4","22,400","128,233,330","5,760","5,930","5,680","27,566,265,000","0.00","4,769,250",,,
2160,241510,이에스산업,"4,600","0","0.0","0","0","0","0","0","27,521,800,000","0.00","5,983,000",,,
2161,187270,신화콘텍,"2,700","0","0.0","34,719","93,487,840","2,725","2,750","2,675","27,388,381,500","0.00","10,143,845",,,
2162,044780,에이치케이,"1,475","5","0.3","35,165","51,389,125","1,475","1,480","1,450","27,296,035,825","0.00","18,505,787",,,
2163,058450,일야,"1,710","60","3.6","13,594,258","26,762,674,620","1,785","2,145","1,635","27,189,000,000","0.00","15,900,000",,,
2164,000950,전방,"16,150","-100","-0.6","1,047","16,883,350","16,250","16,450","16,000","27,132,000,000","0.00","1,680,000",,,
2165,189330,씨이랩,"12,100","100","0.8","0","0","0","0","0","27,067,942,000","0.00","2,237,020",,,
2166,045340,토탈소프트,"3,155","175","5.9","478,091","1,476,597,920","3,010","3,160","2,985","27,000,616,200","0.00","8,558,040",,,
2167,211050,인카금융서비스,"6,000","700","13.2","10,095","59,569,900","6,000","6,000","5,900","26,963,940,000","0.00","4,493,990",,,
2168,054340,피앤텔,"6,680","0","0.0","0","0","0","0","0","26,927,340,520","0.00","4,031,039",,,
2169,001465,BYC우,"124,000","500","0.4","231","28,589,000","124,500","124,500","123,500","26,707,740,000","0.00","215,385",,,
2170,196700,웹스,"1,925","10","0.5","49,756","95,111,825","1,885","1,945","1,885","26,369,566,300","0.00","13,698,476",,,
2171,080580,오킨스전자,"3,775","-25","-0.7","15,272","57,848,610","3,805","3,860","3,715","26,194,808,050","0.00","6,939,022",,,
2172,011230,삼화전자,"2,500","100","4.2","504,844","1,302,876,700","2,385","2,760","2,385","26,144,850,000","0.00","10,457,940",,,
2173,103230,에스앤더블류,"3,630","130","3.7","740,493","2,782,038,385","3,545","4,080","3,500","26,136,000,000","0.00","7,200,000",,,
2174,051980,센트럴바이오,"563","-5","-0.9","179,794","101,222,339","568","578","558","26,069,653,070","0.00","46,304,890",,,
2175,178600,대동고려삼,"5,850","-1,030","-15.0","1","5,850","5,850","5,850","5,850","26,030,160,000","0.00","4,449,600",,,
2176,140910,에이리츠,"7,060","30","0.4","30,300","212,845,430","7,000","7,070","6,970","25,951,917,540","0.00","3,675,909",,,
2177,134580,디엠티,"2,305","-65","-2.7","19,864","46,025,245","2,370","2,370","2,295","25,931,250,000","0.00","11,250,000",,,
2178,069140,누리플랜,"4,700","-10","-0.2","6,597","30,948,640","4,710","4,725","4,675","25,704,464,500","0.00","5,469,035",,,
2179,001770,신화실업,"21,150","-100","-0.5","6,326","132,756,500","21,300","21,400","20,750","25,694,669,700","0.00","1,214,878",,,
2180,077280,한컴지엠디,"2,180","-10","-0.5","28,743","62,740,080","2,195","2,195","2,175","25,650,619,020","0.00","11,766,339",,,
2181,043360,디지아이,"2,845","-10","-0.4","63,999","182,937,250","2,840","2,900","2,785","25,605,000,000","0.00","9,000,000",,,
2182,008830,대동기어,"2,840","40","1.4","11,174","31,854,410","2,800","2,950","2,795","25,524,556,800","0.00","8,987,520",,,
2183,130740,티피씨글로벌,"2,460","5","0.2","10,300","25,131,330","2,455","2,465","2,430","25,398,218,340","0.00","10,324,479",,,
2184,054220,비츠로시스,"485","0","0.0","0","0","0","0","0","25,363,340,295","0.00","52,295,547",,,
2185,052770,와이디온라인,"805","0","0.0","0","0","0","0","0","25,295,832,170","0.00","31,423,394",,,
2186,101360,이엔드디,"4,100","-50","-1.2","0","0","0","0","0","25,174,000,000","0.00","6,140,000",,,
2187,900110,이스트아시아홀딩스,"230","0","0.0","0","0","0","0","0","25,070,157,780","0.00","109,000,686",,,
2188,161570,THE MIDONG,"1,800","-5","-0.3","35,577","63,926,695","1,840","1,840","1,780","24,825,214,800","0.00","13,791,786",,,
2189,039740,한국정보공학,"3,065","0","0.0","14,140","42,877,675","3,005","3,065","3,005","24,576,386,805","0.00","8,018,397",,,
2190,204210,모두투어리츠,"3,135","0","0.0","11,825","36,863,470","3,160","3,170","3,060","24,537,065,025","0.00","7,826,815",,,
2191,239890,피엔에이치테크,"11,900","-2,100","-15.0","501","5,964,200","14,200","14,200","11,900","24,514,000,000","0.00","2,060,000",,,
2192,020400,대동금속,"9,570","290","3.1","2,262","21,612,630","9,280","9,700","9,280","24,440,440,200","0.00","2,553,860",,,
2193,003925,남양유업우,"146,500","-1,500","-1.0","33","4,824,000","147,000","147,000","146,000","24,415,983,000","0.00","166,662",,,
2194,105330,케이엔더블유,"4,300","-85","-1.9","16,448","71,409,220","4,385","4,385","4,295","24,343,792,100","0.00","5,661,347",,,
2195,173130,오파스넷,"6,020","40","0.7","8,865","52,781,220","6,100","6,100","5,820","24,235,930,040","0.00","4,025,902",,,
2196,002420,세기상사,"59,400","400","0.7","173","10,209,400","59,000","60,500","58,300","24,210,964,800","0.00","407,592",,,
2197,026910,광진실업,"3,775","95","2.6","39,847","149,199,755","3,680","3,790","3,680","24,180,403,875","0.00","6,405,405",,,
2198,004365,세방우,"6,490","-10","-0.2","30,582","199,186,680","6,490","6,490","6,490","23,943,232,500","0.00","3,689,250",,,
2199,012600,청호컴넷,"2,785","-150","-5.1","84,909","239,144,920","2,935","2,935","2,750","23,885,137,535","0.00","8,576,351",,,
2200,004920,씨아이테크,"440","-2","-0.4","148,737","65,612,716","442","445","438","23,853,419,040","0.00","54,212,316",,,
2201,299670,에스엠비나,"4,370","570","15.0","4","16,350","4,370","4,370","3,240","23,816,500,000","0.00","5,450,000",,,
2202,087730,에스모 머티리얼즈,"1,285","-5","-0.4","1,158,118","1,546,427,185","1,350","1,370","1,280","23,807,443,005","0.00","18,527,193",,,
2203,121890,에스디시스템,"2,630","15","0.6","712,515","1,835,723,250","2,615","2,655","2,505","23,795,130,140","0.00","9,047,578",,,
2204,317860,노드메이슨,"6,340","20","0.3","1,064","6,758,200","6,400","7,260","6,340","23,680,267,720","0.00","3,735,058",,,
2205,023790,동일철강,"3,220","-30","-0.9","9,075","29,301,575","3,250","3,250","3,215","23,651,173,700","0.00","7,345,085",,,
2206,011080,형지I&C,"603","1","0.2","35,307","21,088,167","602","604","587","23,490,267,804","0.00","38,955,668",,,
2207,234070,에이원알폼,"6,580","-1,140","-14.8","201","1,596,580","7,950","7,950","6,580","23,249,285,080","0.00","3,533,326",,,
2208,054410,케이피티유,"4,585","-60","-1.3","1,307","5,993,880","4,645","4,645","4,500","23,200,100,000","0.00","5,060,000",,,
2209,006125,SK디스커버리우,"16,700","-200","-1.2","19,332","322,625,650","16,750","16,900","16,600","22,686,198,500","0.00","1,358,455",,,
2210,101680,한국정밀기계,"2,685","-15","-0.6","6,872","18,536,880","2,735","2,835","2,650","22,564,740,000","0.00","8,404,000",,,
2211,067770,세진티에스,"2,685","55","2.1","45,993","122,475,200","2,630","2,800","2,605","22,544,852,205","0.00","8,396,593",,,
2212,002355,넥센타이어1우B,"3,460","0","0.0","53,738","186,025,465","3,460","3,465","3,455","22,490,000,000","0.00","6,500,000",,,
2213,024940,PN풍년,"2,225","0","0.0","15,876","35,266,225","2,220","2,245","2,200","22,250,000,000","0.00","10,000,000",,,
2214,191410,육일씨엔에쓰,"2,370","-40","-1.7","79,483","186,578,580","2,345","2,400","2,310","22,190,362,140","0.00","9,363,022",,,
2215,025890,한국주강,"1,950","35","1.8","28,766","55,905,755","1,915","2,040","1,915","22,053,055,050","0.00","11,309,259",,,
2216,227100,디자인,"8,280","-20","-0.2","25,640","208,349,420","8,290","8,290","7,970","22,032,334,800","0.00","2,660,910",,,
2217,225220,제놀루션,"7,000","100","1.4","10","69,950","6,990","7,000","6,990","22,028,251,000","0.00","3,146,893",,,
2218,008500,일정실업,"18,100","50","0.3","195","3,526,350","18,200","18,200","18,050","21,720,000,000","0.00","1,200,000",,,
2219,200580,메디쎄이,"6,230","-50","-0.8","3,373","20,430,860","6,280","6,280","5,570","21,668,930,570","0.00","3,478,159",,,
2220,115610,이미지스,"2,825","60","2.2","18,191","50,818,210","2,765","2,855","2,730","21,665,286,600","0.00","7,669,128",,,
2221,00806K,대덕전자1우,"6,540","70","1.1","20,984","135,830,470","6,480","6,540","6,450","21,633,509,040","0.00","3,307,876",,,
2222,076340,관악산업,"4,390","-5","-0.1","69","301,350","4,270","4,390","4,270","21,385,709,400","0.00","4,871,460",,,
2223,121850,코이즈,"1,380","5","0.4","56,594","77,967,935","1,370","1,390","1,360","21,267,893,460","0.00","15,411,517",,,
2224,007530,영신금속,"1,655","35","2.2","66,105","108,448,550","1,605","1,670","1,605","21,238,562,040","0.00","12,832,968",,,
2225,278380,원바이오젠,"9,800","600","6.5","1,442","14,109,750","9,950","9,950","9,700","21,232,288,000","0.00","2,166,560",,,
2226,267060,명진홀딩스,"2,630","130","5.2","4","10,560","2,650","2,650","2,630","21,139,400,850","0.00","8,037,795",,,
2227,223310,이에스브이,"171","-1","-0.6","1,505,820","260,730,775","175","177","171","21,034,914,345","0.00","123,011,195",,,
2228,058110,멕아이씨에스,"3,875","25","0.6","8,815","33,717,940","3,850","3,885","3,785","20,775,812,500","0.00","5,361,500",,,
